,413FM0J_sample001,YA4JE89_sample001,AI8K1H6_sample002,GM30XFD_sample003,YA4JE89_sample002,JD32HPP_sample005,AI8K1H6_sample001,413FM0J_sample002,128T8B4_sample025,UYX1M7A_sample004,2I1Y0Z9_sample001,2I1Y0Z9_sample002,Z9UVZX7_sample001,ZF8WDFS_sample005,0QJ6J2T_sample001,314Z52D_sample001,P7IG2M6_sample001,77SHGAG_sample002,77SHGAG_sample001,3RGFT20_sample004,IYRVLF5_sample001,H84559E_sample004,7F3ZM3T_sample001,F27B011_sample001,C5J912G_sample001,P7IG2M6_sample002,ERUH8Y4_sample001,Q15VFHB_sample002,3WR61X3_sample001,1KEQR84_sample002,91W7C88_sample003,K5LA59U_sample002,JD32HPP_sample003,1KEQR84_sample001,Z9UVZX7_sample004,IYRVLF5_sample002,I9178W9_sample001,GM30XFD_sample002,Z9UVZX7_sample002,5OCQITY_sample001,Q15VFHB_sample001,K5LA59U_sample001,2DZJ8RE_sample002,50RWL61_sample002,O697I0L_sample001,BV5W979_sample001,50RWL61_sample003,BV5W979_sample003,H84559E_sample001,UYX1M7A_sample003,JD32HPP_sample002,LPHTEXM_sample001,C18HPI3_sample003,H84559E_sample003,1KEQR84_sample003,BV5W979_sample002,UYX1M7A_sample005,3CA9B3H_sample001,K5LA59U_sample003,ZF8WDFS_sample007,GM30XFD_sample001,9M7H5EI_sample001,UYX1M7A_sample002,2DZJ8RE_sample001,91W7C88_sample002,Q15VFHB_sample004,128T8B4_sample029,50RWL61_sample001,C18HPI3_sample001,C18HPI3_sample002,BYPLWTE_sample001,IO8L3WL_sample001,JD32HPP_sample004,37F102B_sample001,7UV42I3_sample001,U05HLZY_sample001,37F102B_sample002,3RGFT20_sample001,ZF8WDFS_sample004,LPHTEXM_sample002,91W7C88_sample001,UYX1M7A_sample001,2W5JG33_sample080,91W7C88_sample004,JD32HPP_sample001,U05HLZY_sample002,O3F124I_sample001,BV5W979_sample004
ZNF141_M07586_2.00,0,0,100,0,0,0,0,78,0,0,0,0,0,0,43,0,0,161,0,108,0,0,24,100,0,0,109,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,147,0,0,0,0,86,0,170,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,60,0
ZNF555_M07682_2.00,0,0,89,0,205,0,0,76,0,0,0,0,0,0,45,0,0,162,0,0,0,0,28,0,0,0,132,0,70,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,35,0
CTCF_M07915_2.00,0,0,0,0,0,0,0,74,0,0,0,0,0,0,73,74,0,0,0,0,0,0,42,110,103,0,107,0,64,0,0,0,0,0,0,0,107,0,0,103,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,88,0,0,0,0,0,0,0,0,0,0,78,56,0
IRF4_M07978_2.00,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,38,0,0,0,0,40,0,48,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,42,0,0,0,0,6,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
CTCF_M07898_2.00,0,71,0,0,0,0,53,0,0,0,0,0,0,0,37,38,0,0,0,53,73,0,19,63,65,0,66,0,39,0,0,0,0,0,0,0,63,0,0,66,0,0,0,0,71,0,0,0,0,0,0,0,0,87,0,0,0,59,0,0,0,79,0,0,0,0,0,0,0,0,0,55,0,0,51,38,79,0,0,0,0,0,0,0,0,0,25,0
FEZF1_FEZF1_HUMAN.H11MO.0.C,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0
ZNF793_M07688_2.00,0,0,0,0,0,0,0,16,0,0,0,0,0,0,11,0,0,31,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,37,0,0,0,52,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E2F7_E2F7_HUMAN.H11MO.0.B,0,0,0,0,0,0,108,91,0,0,0,0,0,0,45,53,0,0,0,127,0,0,0,0,105,0,0,0,84,0,0,0,0,0,0,0,99,0,0,92,0,0,128,0,121,0,0,0,0,0,0,0,0,199,0,0,0,84,0,0,0,0,0,0,0,124,0,0,0,0,0,115,0,0,63,0,202,0,0,0,0,0,0,0,0,0,60,0
E2F3_E2F3_HUMAN.H11MO.0.A,0,0,33,0,73,0,0,29,0,0,32,27,0,0,13,24,0,56,0,44,0,0,9,49,60,0,59,0,23,0,0,0,0,0,0,0,54,0,0,42,0,0,0,0,40,0,54,0,0,0,0,0,0,0,0,0,0,49,0,0,76,84,0,0,0,33,0,0,0,0,18,77,0,0,43,52,89,0,0,0,0,0,0,0,0,0,16,0
MITF_M08058_2.00,0,0,0,0,16,0,0,0,0,0,0,0,0,0,10,11,0,13,17,0,0,0,3,0,15,21,19,0,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,15,0,9,0,0,0,0,0,0,30,20,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,13,29,0,0,0,0,0,0,0,0,0,0,0
NFYC_MA1644.1,0,0,0,0,8,0,0,3,0,5,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
ZFP14_M07592_2.00,0,0,0,0,0,0,43,47,0,0,64,0,0,0,25,39,0,99,0,0,106,0,5,94,88,0,100,0,28,0,0,0,0,0,0,0,95,0,0,71,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,117,0,0,0,47,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,18,0
MAFK_MAFK_HUMAN.H11MO.0.A,33,38,0,0,30,0,0,0,0,0,10,0,0,0,0,29,28,0,0,27,38,0,0,41,22,26,33,0,0,0,0,0,0,0,0,36,24,0,0,29,0,0,0,0,32,0,28,0,0,0,0,0,0,61,0,0,0,32,0,0,35,50,0,0,0,20,0,0,0,0,7,39,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
CTCF_M07901_2.00,0,0,9,0,27,0,0,13,0,0,23,28,0,0,9,13,38,29,0,22,0,0,0,26,24,0,24,0,10,26,0,0,0,0,0,24,28,0,0,24,0,0,0,0,25,9,0,0,0,0,0,15,43,39,0,0,0,24,0,0,40,42,0,31,40,20,0,0,0,31,0,25,0,0,16,23,39,0,0,0,0,0,0,0,0,0,15,0
ZBTB18_M08350_2.00,0,35,0,0,0,0,0,0,0,0,0,17,0,0,6,13,17,0,0,18,31,0,0,0,31,0,35,0,0,0,0,0,0,0,0,32,24,0,0,23,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,39,0,30,0,0,0,0,0,0,0,31,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
PRDM9_M07610_2.00,0,0,0,0,0,0,0,255,0,0,0,0,0,0,118,138,0,0,0,412,0,0,0,273,282,0,254,0,208,0,0,0,0,0,0,0,276,0,0,242,0,0,369,0,279,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,386,0,0,0,0,0,0,0,0,67,264,0,0,198,0,0,0,0,0,0,0,0,0,0,0,158,0
CTCF_M07908_2.00,0,0,0,0,0,0,0,96,0,0,0,0,0,0,81,91,0,0,0,141,0,0,60,167,165,0,148,0,95,0,0,0,0,0,0,161,155,0,0,147,0,0,117,0,170,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,176,0,0,0,0,0,0,0,0,0,136,0,0,113,110,0,0,0,0,0,0,0,0,0,106,71,0
ZNF571_M07658_2.00,0,0,0,0,0,0,0,43,0,0,0,0,0,0,34,0,0,86,0,0,86,0,0,77,79,0,81,0,40,0,0,0,0,0,0,83,81,0,0,61,0,0,38,0,66,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,102,0,0,0,0,0,0,0,0,0,90,0,0,45,41,0,0,0,42,0,0,0,0,0,0,27,0
MAFK_M07841_2.00,0,40,10,0,36,0,0,12,0,0,8,0,0,0,0,28,26,0,0,0,0,0,0,31,22,25,32,0,0,0,0,0,0,0,0,27,14,0,0,28,0,0,36,0,26,0,22,0,0,0,0,13,0,55,0,0,0,32,0,0,35,40,0,44,0,20,0,0,0,0,0,35,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
JUND_M08068_2.00,0,0,0,0,21,0,4,6,0,0,0,6,0,0,6,9,21,0,0,0,0,0,0,20,13,23,16,0,3,0,0,0,0,0,0,0,9,0,0,18,0,0,14,0,23,11,10,0,0,0,0,0,0,0,0,0,0,13,0,0,15,27,0,0,0,15,0,0,0,0,0,18,0,0,19,0,17,0,0,0,0,0,0,0,0,0,4,0
BATF_MA1634.1,11,0,4,6,0,0,0,0,0,0,10,0,0,0,0,0,10,10,0,11,0,0,0,13,15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,0,21,0,0,0,0,0,17,0,19,0,0,11,0,0,0,0,10,0,0,0,0,0,0,4,0
ZNF350_M08396_2.00,0,0,0,0,43,0,11,21,0,0,0,29,0,0,0,0,35,22,0,34,0,0,0,0,0,0,0,0,14,0,0,0,0,0,47,32,35,0,0,0,0,44,52,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,41,0,0,0,0,0,0,0,0,0,0,11,0
YY1_M07858_2.00,0,0,0,0,46,0,17,20,0,0,0,0,0,0,11,22,0,0,0,15,0,0,8,35,39,0,34,0,10,0,0,0,0,0,0,33,28,0,0,32,0,0,32,0,35,0,33,0,0,0,0,19,0,0,0,0,0,30,0,0,0,46,0,33,0,0,0,0,0,0,0,33,0,0,29,26,43,0,0,0,0,0,0,0,0,0,12,0
SP1_M08096_2.00,0,176,89,0,0,0,92,83,0,0,0,0,0,0,36,39,129,146,0,132,0,0,36,75,89,0,75,0,65,0,0,0,0,0,0,0,80,0,0,71,0,0,102,0,94,0,0,0,0,0,0,100,0,182,0,0,0,66,0,0,0,115,0,0,0,116,0,0,0,0,29,82,0,0,54,111,164,0,0,0,0,0,0,0,0,113,44,0
POU5F1_M07976_2.00,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAT1_MA0137.3,17,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,3,0,11,0,0,0,10,16,0,14,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,6,0,0,0,21,0,0,0,0,0,0,0,25,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0
MYC_M07800_2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,26,0,0,0,0,0,0,27,0,0,0,7,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,25,34,0,0,0,0,0,0,0,0,0,7,0
ZNF780A_M07729_2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,89,0,0,0,0,0,0,0,186,221,0,188,0,82,0,0,0,0,0,0,0,191,0,0,185,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,282,0,0,0,0,0,0,0,0,44,221,0,0,133,0,0,0,0,0,0,0,0,0,0,0,58,0
REST_M08084_2.00,0,0,0,0,0,0,0,19,0,0,40,0,0,0,0,0,0,0,0,38,90,0,6,0,0,0,67,0,26,0,0,0,0,0,0,0,0,0,0,62,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
ZNF671_M07567_2.00,0,22,0,0,29,0,0,15,0,0,0,14,0,0,7,0,16,10,0,7,0,0,0,0,21,0,15,0,0,0,0,0,0,0,0,0,22,0,0,18,0,15,35,0,26,0,22,0,0,0,0,0,0,0,0,0,0,15,0,0,37,27,0,0,0,0,0,0,0,0,0,20,0,0,0,0,37,0,0,13,13,0,0,0,0,0,0,0
ZBTB6_ZBTB6_HUMAN.H11MO.0.C,0,0,0,0,71,0,28,27,0,0,0,0,0,0,0,26,40,40,0,48,0,0,2,59,60,45,49,0,22,0,0,0,0,0,0,60,53,0,0,44,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,79,0,0,0,35,0,0,0,0,0,58,0,0,39,0,0,0,0,0,0,0,0,0,0,0,13,0
FOXA1_M08199_2.00,0,0,0,0,14,0,0,9,0,0,0,9,0,0,4,0,15,0,0,0,15,0,0,0,0,16,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,21,7,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,10,29,0,28,0,0,0,0,0,0,0,17,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
MEF2C_M08149_2.00,0,0,11,0,23,0,0,22,0,16,0,4,0,0,0,0,18,0,23,25,0,0,0,19,13,0,19,0,11,0,0,0,0,0,0,20,18,0,0,15,0,0,0,0,19,0,17,0,0,0,0,20,0,0,0,0,0,16,20,0,0,29,0,0,0,28,0,0,0,0,0,0,0,0,16,27,0,0,0,29,0,0,0,0,0,29,0,0
E2F6_M07941_2.00,0,0,0,0,63,0,32,24,0,0,32,23,0,0,0,17,0,0,0,30,0,0,0,49,49,46,48,0,26,0,0,0,0,0,0,0,53,0,0,36,0,0,0,0,52,0,56,0,0,0,0,0,0,76,0,0,0,40,0,0,0,67,0,0,0,22,0,0,0,0,24,64,0,0,27,0,74,0,0,0,0,0,0,0,0,0,18,0
ZNF860_M07723_2.00,0,0,0,0,0,0,0,74,0,0,0,0,0,0,49,53,0,0,0,82,0,0,0,134,130,0,125,0,40,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,192,0,0,0,0,0,0,0,0,42,0,0,0,102,99,0,0,0,0,0,0,0,0,0,0,36,0
RXRA_M07993_2.00,0,0,0,0,19,0,0,11,0,0,0,9,0,0,0,0,0,0,0,0,24,0,0,0,17,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,26,0,0,12,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,25,0,31,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,12,0,0,0,0,0,0,7,0
E2F6_M07939_2.00,0,0,34,0,59,0,32,20,0,0,0,23,0,0,0,19,0,60,0,28,0,0,0,49,50,0,45,0,22,0,0,0,0,0,0,0,49,0,0,36,0,0,0,0,51,0,56,0,0,0,0,0,0,67,0,0,0,41,0,0,0,67,0,0,0,20,0,0,0,0,20,65,0,0,27,0,62,0,0,0,0,0,0,0,0,0,17,0
FOXP1_MA0481.3,14,10,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,8,0,0,0,0,5,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,29,0,0,0,0,0,0,0,8,0,0,24,0,16,0,0,0,0,0,0,0,0,0,14,31,0,0,0,0,0,0,0,0,16,0,0
ZNF41_M08313_2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,10,0,153,0,0,0,46,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,253,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
FOSL1_M08071_2.00,0,0,3,0,0,0,0,0,0,0,0,5,19,0,4,0,0,13,0,8,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,14,0,0,12,0,0,10,0,0,0,0,0,0,16,0,0,0,0,0,0,0,9,0,0,0,22,0,11,0,0,0,0,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0
STAT3_M08017_2.00,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,17,0,14,0,0,0,0,0,16,29,0,26,0,0,0,0,0,0,0,0,0,24,0,0,17,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,26,0,0,0,0,0,0,0,0,0,23,0,0,17,26,0,0,0,0,0,0,0,0,0,0,0,0
SRF_M07982_2.00,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,15,0,0,0,12,9,0,0,0,0,0,0,0,0,17,10,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,6,0
ZNF383_M07689_2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,145,0,504,0,310,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,292,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0
CTCF_M07924_2.00,0,76,0,0,0,0,0,41,0,0,50,0,0,0,29,46,0,0,0,60,0,0,23,79,68,0,64,0,44,0,0,0,0,0,0,0,71,0,0,74,0,0,0,0,80,0,0,0,0,0,0,0,0,77,0,0,0,77,0,0,0,85,0,0,0,0,0,0,0,0,22,66,0,0,47,40,77,0,0,0,0,0,0,0,0,0,27,0
CTCF_M07866_2.00,0,73,0,0,0,0,0,39,0,0,0,0,0,0,38,49,0,0,0,61,78,0,21,76,67,0,71,0,41,0,0,0,0,0,0,0,70,0,0,69,0,0,0,0,87,0,0,0,0,0,0,0,0,93,0,0,0,74,0,0,0,88,0,0,0,0,0,0,0,0,18,69,0,0,56,43,90,0,0,0,0,0,0,0,0,0,28,0
ZNF790_M07732_2.00,0,0,5,0,0,0,0,11,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0
ZNF468_M07754_2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,105,0,0,0,84,93,0,72,0,60,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,82,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,31,96,0,0,0,84,0,0,0,0,0,0,0,0,0,0,39,0
ZFP28_M08378_2.00,0,0,0,0,259,0,115,0,0,0,0,0,0,0,46,173,0,190,0,0,0,0,0,168,137,0,197,0,80,0,0,0,0,0,0,0,165,0,0,152,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,222,0,0,0,0,0,0,0,0,0,163,0,0,131,0,0,0,0,0,0,0,0,0,0,0,70,0
TFDP1_MA1122.1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,19,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,27,0,0,0,0,0,0,0,0,4,0,0,37,13,0,0,0,0,0,0,0,0,0,0,0,7,0
ZNF789_M07750_2.00,0,0,0,0,0,0,0,17,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,31,0,29,0,0,0,0,0,0,0,0,0,29,0,0,30,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,51,0,0,0,0,0,0,0,0,0,26,0,0,18,0,0,0,0,0,0,0,0,0,0,0,7,0
JUN_M08072_2.00,0,0,0,0,19,0,4,0,0,0,8,0,0,0,0,7,18,0,0,11,0,0,0,17,15,20,15,0,2,0,0,20,0,0,16,0,13,0,0,20,0,17,19,0,23,18,0,0,0,0,0,8,0,0,0,0,0,16,0,0,13,29,0,0,0,15,0,0,0,0,0,21,0,0,14,0,22,0,0,0,0,0,0,0,0,0,0,0
ELF1_M07948_2.00,0,29,0,0,34,0,0,24,0,0,0,23,0,0,16,21,0,0,0,20,34,0,0,44,37,0,33,0,15,0,0,0,0,0,0,0,36,0,0,29,0,0,0,22,37,0,31,0,0,0,0,23,0,45,0,0,0,28,0,0,46,47,0,0,0,28,0,0,0,0,10,33,0,0,23,26,48,0,0,0,0,0,0,0,0,0,14,0
ATOH1_ATOH1_HUMAN.H11MO.0.B,20,45,15,0,0,0,12,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
ZNF692_M08338_2.00,0,0,29,0,64,0,26,20,0,0,0,0,0,0,14,0,0,63,0,40,0,0,0,61,59,0,52,0,0,0,0,0,0,0,0,0,51,0,0,40,0,0,0,0,42,0,59,0,0,0,0,0,0,0,65,0,0,48,0,0,0,69,0,0,0,0,0,0,0,0,12,48,0,0,0,0,63,0,0,0,0,0,0,0,0,35,15,0
TEAD2_MA1121.1,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,14,0,12,16,11,0,0,0,19,15,0,0,0,8,0,0,0,0,0,0,0,0,32,0,17,0,0,20,0,0,0,0,0,0,0,0,0,33,0,24,0,0,9,0,0,0,33,0,0,0,0,0,26,0,0,0,27,0,0,13,0,29,0,0,17,14,0,0,0,0,25,7,0
ZBTB7A_M08095_2.00,0,0,0,0,44,0,0,0,0,0,0,0,0,0,25,0,0,0,0,27,0,0,0,45,41,0,0,0,23,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,39,0,36,0,0,0,0,0,0,61,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,36,0,0,0,0,52,0,0,0,0,0,0,0,0,0,14,0
CTCF_M07922_2.00,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,48,0,0,15,50,45,0,44,0,34,0,0,0,0,0,0,0,40,0,0,53,0,0,0,0,46,0,0,0,0,0,0,0,0,64,0,0,0,47,0,0,0,58,0,0,0,0,0,0,0,0,0,38,0,0,37,0,67,0,0,0,0,0,0,0,0,0,22,0
GATA6_MA1104.2,0,0,0,0,7,0,0,13,0,0,0,3,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,26,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
ARNT_ARNT_HUMAN.H11MO.0.B,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR2F2_MA1111.1,0,0,0,16,0,0,7,13,0,0,0,0,13,0,0,0,0,0,0,0,23,0,0,0,0,7,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,20,0,16,0,9,0,0,0,0,4,0,31,0,0,0,0,0,0,0,24,0,21,0,16,0,0,0,0,0,0,0,0,0,0,27,0,0,5,0,9,0,0,0,0,0,13
CTCF_M07917_2.00,0,73,0,0,0,0,0,40,0,0,56,0,0,0,36,48,0,0,0,63,78,0,22,80,69,0,73,0,43,0,0,0,0,0,0,0,72,0,0,72,0,0,0,0,83,0,0,0,0,0,0,0,0,91,0,0,0,77,0,0,0,91,0,0,0,0,0,0,0,0,0,70,0,0,54,44,84,0,0,0,0,0,0,0,0,0,28,0
CTCF_CTCF_HUMAN.H11MO.0.A,0,0,0,0,0,0,0,67,0,0,98,0,0,0,63,73,0,0,0,99,0,0,38,120,112,0,106,0,67,0,0,0,0,0,0,124,119,0,0,110,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,137,0,0,0,0,0,0,0,0,31,104,0,0,85,85,0,0,0,0,0,0,0,0,0,78,61,0
ZNF669_M08367_2.00,0,0,26,0,63,0,0,22,0,0,27,0,0,0,12,21,0,62,0,25,65,0,0,46,47,0,56,0,21,0,0,0,0,0,0,0,49,0,0,46,0,0,0,0,56,0,51,0,0,44,0,0,0,0,72,0,0,39,0,0,60,69,0,0,60,26,0,0,0,0,0,51,0,82,41,38,0,0,0,33,0,0,0,0,0,0,17,0
ZNF454_M08346_2.00,0,0,0,0,0,0,0,62,0,0,0,0,0,0,31,61,0,0,0,0,0,0,6,138,136,0,131,0,52,0,0,0,0,0,0,0,135,0,0,109,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,204,0,0,0,0,0,0,0,0,38,153,0,0,110,0,0,0,0,0,0,0,0,0,0,0,42,0
ZNF563_M08368_2.00,0,0,0,0,0,0,0,40,0,0,0,0,0,0,27,35,0,0,0,0,0,0,10,94,84,0,90,0,31,0,0,0,0,0,0,0,82,0,0,86,0,0,80,0,91,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,125,0,0,0,0,0,0,0,0,25,105,0,0,60,0,116,0,0,0,0,0,0,0,0,84,23,0
E2F4_M07943_2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,29,25,0,29,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,24,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,38,0,38,0,0,0,0,48,0,0,0,0,0,0,0,0,0,14,0
TCF7L2_M08167_2.00,0,0,0,0,20,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,22,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,27,0,0,0,0,0,25,0,0,0,11,0,0,0,0,0,26,4,28
TCF7L2_MA0523.1,0,0,0,0,19,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,20,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,26,0,0,0,0,0,25,0,0,0,11,0,0,0,0,0,26,4,28
